order_id,farmer_id,crop,review_text,star_rating,predicted_sentiment_proba
ORD-002091,FARM-0112,Onion,"Great quality Onion, arrived quickly and tasted like it was picked yesterday.",4,0.6494034374505385
ORD-003076,FARM-0018,Onion,"Excellent produce, the Onion lasted much longer than store-bought.",4,0.8794160708567669
ORD-004333,FARM-0110,Tomato,"Average Tomato, arrived on time.",3,0.26011165671536535
ORD-003198,FARM-0008,Brinjal,"Excellent produce, the Brinjal lasted much longer than store-bought.",5,0.8794160708567669
ORD-001599,FARM-0039,Brinjal,"The Brinjal was incredibly fresh and flavorful, will definitely order again.",4,0.7712552649925662
ORD-002574,FARM-0128,Methi,"The Methi was incredibly fresh and flavorful, will definitely order again.",5,0.7712552649925662
ORD-001726,FARM-0007,Methi,"Not fresh at all, the Methi looked days old when it arrived.",1,0.14524165358573432
ORD-003237,FARM-0106,Tomato,"The Tomato was okay, nothing special but acceptable.",3,0.5695238452158279
ORD-005246,FARM-0107,Elephant Yam (Suran),"Great quality Elephant Yam, arrived quickly and tasted like it was picked yesterday.",4,0.6494034374505385
ORD-005693,FARM-0016,Methi,"The Methi arrived bruised and past its best, disappointed with this order.",2,0.0430039601799395
ORD-004666,FARM-0039,Brinjal,Really impressed with this farmer's Brinjal - consistent quality every time.,4,0.2710501505934448
ORD-004792,FARM-0093,Brinjal,"Best Brinjal I've bought locally, well worth the price.",5,0.7228578531920824
ORD-001223,FARM-0097,Tomato,"Average Tomato, arrived on time.",3,0.26011165671536535
ORD-001297,FARM-0018,Onion,Really impressed with this farmer's Onion - consistent quality every time.,5,0.2710501505934448
ORD-002775,FARM-0007,Methi,"Great quality Methi, arrived quickly and tasted like it was picked yesterday.",5,0.6494034374505385
ORD-000015,FARM-0064,Tomato,"The Tomato was incredibly fresh and flavorful, will definitely order again.",4,0.7712552649925662
ORD-005425,FARM-0006,Methi,"The Methi arrived bruised and past its best, disappointed with this order.",2,0.0430039601799395
ORD-000351,FARM-0077,Onion,"Great quality Onion, arrived quickly and tasted like it was picked yesterday.",5,0.6494034374505385
ORD-005404,FARM-0142,Methi,"Great quality Methi, arrived quickly and tasted like it was picked yesterday.",4,0.6494034374505385
ORD-001362,FARM-0142,Methi,"Great quality Methi, arrived quickly and tasted like it was picked yesterday.",5,0.6494034374505385
ORD-002170,FARM-0018,Onion,"The Onion was incredibly fresh and flavorful, will definitely order again.",4,0.7712552649925662
ORD-002031,FARM-0045,Brinjal,"Excellent produce, the Brinjal lasted much longer than store-bought.",5,0.8794160708567669
ORD-003813,FARM-0041,Onion,"Great quality Onion, arrived quickly and tasted like it was picked yesterday.",5,0.6494034374505385
ORD-001022,FARM-0138,Methi,"The Methi was incredibly fresh and flavorful, will definitely order again.",5,0.7712552649925662
ORD-000371,FARM-0107,Tomato,"Quality was inconsistent, some of the Tomato was already going bad.",1,0.004311618485552403
ORD-002244,FARM-0136,Green Chilli,"The Green Chilli arrived bruised and past its best, disappointed with this order.",1,0.08532031231119723
ORD-002313,FARM-0107,Tomato,"The Tomato was okay, nothing special but acceptable.",3,0.5695238452158279
ORD-005860,FARM-0129,Brinjal,Really impressed with this farmer's Brinjal - consistent quality every time.,5,0.2710501505934448
ORD-003796,FARM-0103,Onion,"The Onion was incredibly fresh and flavorful, will definitely order again.",5,0.7712552649925662
ORD-003799,FARM-0005,Onion,Packaging was poor and the Onion was damaged in transit.,1,0.07701662428970582
ORD-005804,FARM-0056,Bhindi (Ladies finger),"Not fresh at all, the Bhindi looked days old when it arrived.",1,0.14524165358573432
ORD-000742,FARM-0039,Brinjal,"Excellent produce, the Brinjal lasted much longer than store-bought.",5,0.8794160708567669
ORD-001268,FARM-0127,Tomato,"The Tomato was incredibly fresh and flavorful, will definitely order again.",5,0.7712552649925662
ORD-002600,FARM-0137,Bhindi (Ladies finger),"Best Bhindi I've bought locally, well worth the price.",4,0.7228578531920824
ORD-001617,FARM-0132,Methi,"Best Methi I've bought locally, well worth the price.",4,0.7228578531920824
ORD-000805,FARM-0086,Tomato,"Quality was inconsistent, some of the Tomato was already going bad.",2,0.004311618485552403
ORD-004796,FARM-0002,Green Chilli,"Not fresh at all, the Green Chilli looked days old when it arrived.",2,0.23111756903562763
ORD-000683,FARM-0041,Onion,"The Onion arrived bruised and past its best, disappointed with this order.",2,0.0430039601799395
ORD-004983,FARM-0093,Brinjal,"Quality was inconsistent, some of the Brinjal was already going bad.",1,0.004311618485552403
ORD-003559,FARM-0021,Bhindi (Ladies finger),"Not fresh at all, the Bhindi looked days old when it arrived.",1,0.14524165358573432
ORD-003852,FARM-0048,Bhindi (Ladies finger),"The Bhindi was incredibly fresh and flavorful, will definitely order again.",4,0.7712552649925662
ORD-003805,FARM-0005,Onion,"Great quality Onion, arrived quickly and tasted like it was picked yesterday.",4,0.6494034374505385
ORD-005563,FARM-0037,Tomato,"Quality was inconsistent, some of the Tomato was already going bad.",2,0.004311618485552403
ORD-004706,FARM-0125,Elephant Yam (Suran),"Not fresh at all, the Elephant Yam looked days old when it arrived.",2,0.14524165358573432
ORD-004369,FARM-0124,Elephant Yam (Suran),Really impressed with this farmer's Elephant Yam - consistent quality every time.,5,0.2710501505934448
ORD-005012,FARM-0086,Tomato,"Excellent produce, the Tomato lasted much longer than store-bought.",5,0.8794160708567669
ORD-003856,FARM-0119,Onion,"The Onion was incredibly fresh and flavorful, will definitely order again.",5,0.7712552649925662
ORD-003859,FARM-0006,Potato,Decent quality Potato for the price.,3,0.2329176845440632
ORD-000008,FARM-0041,Onion,Packaging was poor and the Onion was damaged in transit.,2,0.07701662428970582
ORD-001862,FARM-0007,Methi,"Overpriced for the quality of Methi received, wouldn't order again.",1,0.23221460772009603
ORD-002819,FARM-0048,Peas,"Not fresh at all, the Peas looked days old when it arrived.",2,0.14524165358573432
ORD-001351,FARM-0107,Elephant Yam (Suran),"The Elephant Yam arrived bruised and past its best, disappointed with this order.",2,0.0430039601799395
ORD-000576,FARM-0080,Bhindi (Ladies finger),"Overpriced for the quality of Bhindi received, wouldn't order again.",1,0.23221460772009603
ORD-000626,FARM-0093,Brinjal,"Average Brinjal, arrived on time.",3,0.26011165671536535
ORD-003618,FARM-0040,Methi,Really impressed with this farmer's Methi - consistent quality every time.,5,0.2710501505934448
ORD-005531,FARM-0110,Tomato,"Not fresh at all, the Tomato looked days old when it arrived.",2,0.14524165358573432
ORD-000426,FARM-0086,Tomato,"Not fresh at all, the Tomato looked days old when it arrived.",1,0.14524165358573432
ORD-000033,FARM-0138,Methi,"Great quality Methi, arrived quickly and tasted like it was picked yesterday.",4,0.6494034374505385
ORD-001046,FARM-0016,Methi,Really impressed with this farmer's Methi - consistent quality every time.,4,0.2710501505934448
ORD-000044,FARM-0005,Onion,"The Onion was incredibly fresh and flavorful, will definitely order again.",5,0.7712552649925662
ORD-003339,FARM-0064,Tomato,"Best Tomato I've bought locally, well worth the price.",4,0.7228578531920824
ORD-001044,FARM-0056,Bhindi (Ladies finger),"The Bhindi was okay, nothing special but acceptable.",3,0.5695238452158279
ORD-001101,FARM-0111,Methi,"Excellent produce, the Methi lasted much longer than store-bought.",4,0.8794160708567669
ORD-001049,FARM-0135,Onion,Packaging was poor and the Onion was damaged in transit.,1,0.07701662428970582
ORD-001883,FARM-0135,Onion,"Excellent produce, the Onion lasted much longer than store-bought.",5,0.8794160708567669
ORD-004471,FARM-0025,Tomato,"Excellent produce, the Tomato lasted much longer than store-bought.",5,0.8794160708567669
ORD-004633,FARM-0109,Brinjal,"Great quality Brinjal, arrived quickly and tasted like it was picked yesterday.",4,0.6494034374505385
ORD-001743,FARM-0017,Bhindi (Ladies finger),"The Bhindi was okay, nothing special but acceptable.",3,0.5695238452158279
ORD-002577,FARM-0107,Tomato,"Quality was inconsistent, some of the Tomato was already going bad.",2,0.004311618485552403
ORD-000063,FARM-0132,Methi,"Best Methi I've bought locally, well worth the price.",5,0.7228578531920824
ORD-004353,FARM-0133,Potato,"Overpriced for the quality of Potato received, wouldn't order again.",2,0.21880918441632605
ORD-003070,FARM-0119,Tomato,"Best Tomato I've bought locally, well worth the price.",4,0.7228578531920824
ORD-005329,FARM-0002,Methi,"Excellent produce, the Methi lasted much longer than store-bought.",5,0.8794160708567669
ORD-002617,FARM-0001,Methi,"Best Methi I've bought locally, well worth the price.",4,0.7228578531920824
ORD-001119,FARM-0119,Tomato,"Not fresh at all, the Tomato looked days old when it arrived.",2,0.14524165358573432
ORD-002499,FARM-0017,Methi,"Overpriced for the quality of Methi received, wouldn't order again.",2,0.23221460772009603
ORD-003392,FARM-0007,Methi,"Excellent produce, the Methi lasted much longer than store-bought.",4,0.8794160708567669
ORD-000705,FARM-0037,Tomato,"Quality was inconsistent, some of the Tomato was already going bad.",1,0.004311618485552403
ORD-004986,FARM-0081,Elephant Yam (Suran),Really impressed with this farmer's Elephant Yam - consistent quality every time.,5,0.2710501505934448
ORD-004962,FARM-0052,Methi,Decent quality Methi for the price.,3,0.2409231479129211
ORD-003268,FARM-0017,Bhindi (Ladies finger),Really impressed with this farmer's Bhindi - consistent quality every time.,4,0.2710501505934448
ORD-004010,FARM-0128,Methi,"Great quality Methi, arrived quickly and tasted like it was picked yesterday.",5,0.6494034374505385
ORD-001612,FARM-0022,Methi,"The Methi arrived bruised and past its best, disappointed with this order.",2,0.0430039601799395
ORD-004222,FARM-0093,Tomato,"Quality was inconsistent, some of the Tomato was already going bad.",2,0.004311618485552403
ORD-001973,FARM-0064,Tomato,"Best Tomato I've bought locally, well worth the price.",5,0.7228578531920824
ORD-004815,FARM-0125,Elephant Yam (Suran),"Best Elephant Yam I've bought locally, well worth the price.",4,0.7228578531920824
ORD-005559,FARM-0080,Green Chilli,"Great quality Green Chilli, arrived quickly and tasted like it was picked yesterday.",5,0.7318699410366252
ORD-003932,FARM-0119,Onion,"Great quality Onion, arrived quickly and tasted like it was picked yesterday.",4,0.6494034374505385
ORD-001315,FARM-0019,Potato,"Best Potato I've bought locally, well worth the price.",4,0.6369308139596224
ORD-005687,FARM-0086,Tomato,"Not fresh at all, the Tomato looked days old when it arrived.",2,0.14524165358573432
ORD-005694,FARM-0127,Tomato,"The Tomato arrived bruised and past its best, disappointed with this order.",1,0.0430039601799395
ORD-002798,FARM-0109,Methi,"The Methi arrived bruised and past its best, disappointed with this order.",1,0.0430039601799395
ORD-005782,FARM-0097,Tomato,"Best Tomato I've bought locally, well worth the price.",5,0.7228578531920824
ORD-003836,FARM-0093,Methi,"The Methi was incredibly fresh and flavorful, will definitely order again.",5,0.7712552649925662
ORD-004762,FARM-0007,Methi,"Quality was inconsistent, some of the Methi was already going bad.",1,0.004311618485552403
ORD-000747,FARM-0007,Methi,"The Methi was incredibly fresh and flavorful, will definitely order again.",4,0.7712552649925662
ORD-004241,FARM-0107,Elephant Yam (Suran),"Average Elephant Yam, arrived on time.",3,0.26011165671536535
ORD-000473,FARM-0102,Onion,Packaging was poor and the Onion was damaged in transit.,1,0.07701662428970582
ORD-003443,FARM-0066,Potato,"The Potato arrived bruised and past its best, disappointed with this order.",2,0.05586740167554912
ORD-005673,FARM-0027,Tomato,"Great quality Tomato, arrived quickly and tasted like it was picked yesterday.",4,0.6494034374505385
ORD-000297,FARM-0135,Onion,"Overpriced for the quality of Onion received, wouldn't order again.",1,0.23221460772009603
ORD-000303,FARM-0096,Brinjal,"Excellent produce, the Brinjal lasted much longer than store-bought.",5,0.8794160708567669
ORD-002476,FARM-0017,Bhindi (Ladies finger),Really impressed with this farmer's Bhindi - consistent quality every time.,4,0.2710501505934448
ORD-002377,FARM-0050,Tomato,Really impressed with this farmer's Tomato - consistent quality every time.,4,0.2710501505934448
ORD-003534,FARM-0097,Tomato,"Best Tomato I've bought locally, well worth the price.",5,0.7228578531920824
ORD-003309,FARM-0025,Tomato,Packaging was poor and the Tomato was damaged in transit.,1,0.07701662428970582
ORD-003869,FARM-0025,Tomato,"The Tomato was incredibly fresh and flavorful, will definitely order again.",4,0.7712552649925662
ORD-004128,FARM-0019,Brinjal,"Excellent produce, the Brinjal lasted much longer than store-bought.",4,0.8794160708567669
ORD-003616,FARM-0144,Brinjal,Really impressed with this farmer's Brinjal - consistent quality every time.,4,0.2710501505934448
ORD-002685,FARM-0019,Potato,"The Potato was incredibly fresh and flavorful, will definitely order again.",4,0.6635433067007938
ORD-000240,FARM-0135,Onion,"Quality was inconsistent, some of the Onion was already going bad.",2,0.004311618485552403
ORD-005737,FARM-0029,Bhindi (Ladies finger),"Excellent produce, the Bhindi lasted much longer than store-bought.",5,0.8794160708567669
ORD-002292,FARM-0017,Bhindi (Ladies finger),"Not fresh at all, the Bhindi looked days old when it arrived.",2,0.14524165358573432
ORD-001671,FARM-0061,Elephant Yam (Suran),"Best Elephant Yam I've bought locally, well worth the price.",4,0.7228578531920824
ORD-002099,FARM-0042,Elephant Yam (Suran),"Not fresh at all, the Elephant Yam looked days old when it arrived.",1,0.14524165358573432
ORD-005060,FARM-0029,Bhindi (Ladies finger),"The Bhindi was incredibly fresh and flavorful, will definitely order again.",4,0.7712552649925662
ORD-001175,FARM-0116,Methi,"The Methi was incredibly fresh and flavorful, will definitely order again.",5,0.7712552649925662
ORD-003933,FARM-0097,Tomato,Really impressed with this farmer's Tomato - consistent quality every time.,4,0.2710501505934448
ORD-004383,FARM-0119,Tomato,"The Tomato arrived bruised and past its best, disappointed with this order.",2,0.0430039601799395
ORD-003082,FARM-0146,Bhindi (Ladies finger),"Not fresh at all, the Bhindi looked days old when it arrived.",1,0.14524165358573432
ORD-002862,FARM-0023,Tomato,"The Tomato arrived bruised and past its best, disappointed with this order.",1,0.0430039601799395
ORD-005591,FARM-0111,Methi,"Excellent produce, the Methi lasted much longer than store-bought.",5,0.8794160708567669
ORD-005710,FARM-0007,Methi,"The Methi was incredibly fresh and flavorful, will definitely order again.",4,0.7712552649925662
ORD-005176,FARM-0022,Methi,Packaging was poor and the Methi was damaged in transit.,1,0.07701662428970582
ORD-001647,FARM-0018,Onion,"Excellent produce, the Onion lasted much longer than store-bought.",4,0.8794160708567669
ORD-003414,FARM-0039,Brinjal,"Great quality Brinjal, arrived quickly and tasted like it was picked yesterday.",4,0.6494034374505385
ORD-000333,FARM-0087,Elephant Yam (Suran),"Great quality Elephant Yam, arrived quickly and tasted like it was picked yesterday.",5,0.6494034374505385
ORD-002602,FARM-0121,Methi,Really impressed with this farmer's Methi - consistent quality every time.,4,0.2710501505934448
ORD-005867,FARM-0111,Methi,Really impressed with this farmer's Methi - consistent quality every time.,5,0.2710501505934448
ORD-002157,FARM-0053,Methi,"Great quality Methi, arrived quickly and tasted like it was picked yesterday.",4,0.6494034374505385
ORD-001161,FARM-0110,Tomato,"Best Tomato I've bought locally, well worth the price.",5,0.7228578531920824
ORD-003574,FARM-0142,Methi,"The Methi was incredibly fresh and flavorful, will definitely order again.",5,0.7712552649925662
ORD-004476,FARM-0012,Elephant Yam (Suran),"The Elephant Yam was incredibly fresh and flavorful, will definitely order again.",4,0.7712552649925662
ORD-004581,FARM-0084,Bhindi (Ladies finger),"The Bhindi was okay, nothing special but acceptable.",3,0.5695238452158279
ORD-004950,FARM-0052,Methi,Packaging was poor and the Methi was damaged in transit.,1,0.07701662428970582
ORD-003002,FARM-0017,Methi,"The Methi was okay, nothing special but acceptable.",3,0.5695238452158279
ORD-000247,FARM-0015,Methi,"Great quality Methi, arrived quickly and tasted like it was picked yesterday.",5,0.6494034374505385
ORD-004876,FARM-0039,Brinjal,Packaging was poor and the Brinjal was damaged in transit.,2,0.07701662428970582
ORD-003529,FARM-0134,Bhindi (Ladies finger),"The Bhindi was incredibly fresh and flavorful, will definitely order again.",4,0.7712552649925662
ORD-000800,FARM-0005,Onion,"Best Onion I've bought locally, well worth the price.",4,0.7228578531920824
ORD-001684,FARM-0103,Onion,"Best Onion I've bought locally, well worth the price.",4,0.7228578531920824
ORD-004681,FARM-0149,Elephant Yam (Suran),Really impressed with this farmer's Elephant Yam - consistent quality every time.,5,0.2710501505934448
ORD-004196,FARM-0144,Brinjal,"Overpriced for the quality of Brinjal received, wouldn't order again.",1,0.23221460772009603
ORD-001921,FARM-0136,Green Chilli,"The Green Chilli arrived bruised and past its best, disappointed with this order.",2,0.08532031231119723
ORD-002209,FARM-0093,Brinjal,Really impressed with this farmer's Brinjal - consistent quality every time.,4,0.2710501505934448
ORD-001221,FARM-0046,Methi,Really impressed with this farmer's Methi - consistent quality every time.,4,0.2710501505934448
ORD-004003,FARM-0074,Methi,Packaging was poor and the Methi was damaged in transit.,1,0.07701662428970582
ORD-001513,FARM-0093,Methi,"Great quality Methi, arrived quickly and tasted like it was picked yesterday.",4,0.6494034374505385
ORD-004351,FARM-0116,Methi,Really impressed with this farmer's Methi - consistent quality every time.,4,0.2710501505934448
ORD-001253,FARM-0017,Methi,Really impressed with this farmer's Methi - consistent quality every time.,4,0.2710501505934448
ORD-005330,FARM-0142,Methi,"The Methi was incredibly fresh and flavorful, will definitely order again.",5,0.7712552649925662
ORD-005169,FARM-0133,Potato,"Quality was inconsistent, some of the Potato was already going bad.",1,0.01654784616876438
ORD-000598,FARM-0125,Elephant Yam (Suran),"Overpriced for the quality of Elephant Yam received, wouldn't order again.",2,0.23221460772009603
ORD-001609,FARM-0046,Methi,"Excellent produce, the Methi lasted much longer than store-bought.",5,0.8794160708567669
ORD-000315,FARM-0005,Elephant Yam (Suran),Really impressed with this farmer's Elephant Yam - consistent quality every time.,5,0.2710501505934448
ORD-005242,FARM-0111,Methi,"Average Methi, arrived on time.",3,0.26011165671536535
ORD-002276,FARM-0007,Methi,Really impressed with this farmer's Methi - consistent quality every time.,4,0.2710501505934448
ORD-000149,FARM-0052,Methi,"Great quality Methi, arrived quickly and tasted like it was picked yesterday.",5,0.6494034374505385
ORD-004733,FARM-0130,Methi,"Excellent produce, the Methi lasted much longer than store-bought.",5,0.8794160708567669
ORD-001844,FARM-0030,Green Chilli,"The Green Chilli was incredibly fresh and flavorful, will definitely order again.",4,0.8397466728635525
ORD-000290,FARM-0007,Methi,"The Methi was incredibly fresh and flavorful, will definitely order again.",4,0.7712552649925662
ORD-000453,FARM-0144,Brinjal,"The Brinjal arrived bruised and past its best, disappointed with this order.",1,0.0430039601799395
ORD-005961,FARM-0062,Elephant Yam (Suran),"Great quality Elephant Yam, arrived quickly and tasted like it was picked yesterday.",4,0.6494034374505385
ORD-004808,FARM-0127,Tomato,"Great quality Tomato, arrived quickly and tasted like it was picked yesterday.",4,0.6494034374505385
ORD-003396,FARM-0142,Methi,Really impressed with this farmer's Methi - consistent quality every time.,4,0.2710501505934448
ORD-000691,FARM-0132,Methi,"The Methi arrived bruised and past its best, disappointed with this order.",1,0.0430039601799395
ORD-001144,FARM-0142,Bhindi (Ladies finger),"Best Bhindi I've bought locally, well worth the price.",5,0.7228578531920824
ORD-001634,FARM-0117,Elephant Yam (Suran),Really impressed with this farmer's Elephant Yam - consistent quality every time.,4,0.2710501505934448
ORD-004192,FARM-0132,Methi,"The Methi was incredibly fresh and flavorful, will definitely order again.",5,0.7712552649925662
ORD-001780,FARM-0142,Methi,Decent quality Methi for the price.,3,0.2409231479129211
ORD-004970,FARM-0052,Methi,"Not fresh at all, the Methi looked days old when it arrived.",2,0.14524165358573432
ORD-003651,FARM-0097,Tomato,"The Tomato arrived bruised and past its best, disappointed with this order.",1,0.0430039601799395
ORD-000655,FARM-0103,Green Chilli,"Great quality Green Chilli, arrived quickly and tasted like it was picked yesterday.",4,0.7318699410366252
ORD-003135,FARM-0069,Onion,"Not fresh at all, the Onion looked days old when it arrived.",1,0.14524165358573432
ORD-001902,FARM-0017,Methi,"The Methi arrived bruised and past its best, disappointed with this order.",2,0.0430039601799395
ORD-004427,FARM-0136,Green Chilli,"Not fresh at all, the Green Chilli looked days old when it arrived.",1,0.23111756903562763
ORD-001039,FARM-0135,Onion,"Excellent produce, the Onion lasted much longer than store-bought.",4,0.8794160708567669
ORD-004629,FARM-0123,Methi,"Great quality Methi, arrived quickly and tasted like it was picked yesterday.",5,0.6494034374505385
ORD-001411,FARM-0104,Potato,"The Potato was incredibly fresh and flavorful, will definitely order again.",4,0.6635433067007938
ORD-005747,FARM-0116,Methi,"The Methi was incredibly fresh and flavorful, will definitely order again.",4,0.7712552649925662
ORD-001672,FARM-0062,Elephant Yam (Suran),"Excellent produce, the Elephant Yam lasted much longer than store-bought.",5,0.8794160708567669
ORD-005095,FARM-0128,Methi,"Great quality Methi, arrived quickly and tasted like it was picked yesterday.",5,0.6494034374505385
ORD-001370,FARM-0002,Methi,Really impressed with this farmer's Methi - consistent quality every time.,4,0.2710501505934448
ORD-005082,FARM-0093,Brinjal,"Average Brinjal, arrived on time.",3,0.26011165671536535
ORD-003133,FARM-0007,Methi,"Overpriced for the quality of Methi received, wouldn't order again.",2,0.23221460772009603
ORD-002380,FARM-0109,Methi,"Great quality Methi, arrived quickly and tasted like it was picked yesterday.",4,0.6494034374505385
ORD-003720,FARM-0093,Tomato,"Great quality Tomato, arrived quickly and tasted like it was picked yesterday.",4,0.6494034374505385
ORD-004091,FARM-0119,Tomato,"Great quality Tomato, arrived quickly and tasted like it was picked yesterday.",4,0.6494034374505385
ORD-005006,FARM-0008,Brinjal,"Excellent produce, the Brinjal lasted much longer than store-bought.",5,0.8794160708567669
ORD-001623,FARM-0097,Tomato,Really impressed with this farmer's Tomato - consistent quality every time.,4,0.2710501505934448
ORD-003669,FARM-0135,Onion,Really impressed with this farmer's Onion - consistent quality every time.,4,0.2710501505934448
ORD-000381,FARM-0142,Methi,"Excellent produce, the Methi lasted much longer than store-bought.",5,0.8794160708567669
ORD-003114,FARM-0067,Tomato,"Best Tomato I've bought locally, well worth the price.",4,0.7228578531920824
ORD-001820,FARM-0005,Onion,Really impressed with this farmer's Onion - consistent quality every time.,5,0.2710501505934448
ORD-003630,FARM-0017,Methi,"The Methi arrived bruised and past its best, disappointed with this order.",2,0.0430039601799395
ORD-000422,FARM-0074,Methi,"Average Methi, arrived on time.",3,0.26011165671536535
ORD-000808,FARM-0126,Potato,Packaging was poor and the Potato was damaged in transit.,2,0.09421227671071335
ORD-001379,FARM-0042,Elephant Yam (Suran),"Excellent produce, the Elephant Yam lasted much longer than store-bought.",4,0.8794160708567669
ORD-001669,FARM-0005,Onion,"The Onion was incredibly fresh and flavorful, will definitely order again.",5,0.7712552649925662
ORD-002098,FARM-0019,Brinjal,"Overpriced for the quality of Brinjal received, wouldn't order again.",2,0.23221460772009603
ORD-005525,FARM-0006,Methi,"The Methi was okay, nothing special but acceptable.",3,0.5695238452158279
ORD-000124,FARM-0109,Methi,"The Methi arrived bruised and past its best, disappointed with this order.",1,0.0430039601799395
ORD-000102,FARM-0006,Potato,"Great quality Potato, arrived quickly and tasted like it was picked yesterday.",5,0.5720862674626566
ORD-004058,FARM-0101,Onion,"Not fresh at all, the Onion looked days old when it arrived.",1,0.14524165358573432
ORD-001732,FARM-0002,Methi,"Excellent produce, the Methi lasted much longer than store-bought.",5,0.8794160708567669
ORD-003035,FARM-0006,Methi,"Excellent produce, the Methi lasted much longer than store-bought.",5,0.8794160708567669
ORD-002915,FARM-0088,Brinjal,"Best Brinjal I've bought locally, well worth the price.",5,0.7228578531920824
ORD-000486,FARM-0138,Brinjal,"The Brinjal was incredibly fresh and flavorful, will definitely order again.",4,0.7712552649925662
ORD-001128,FARM-0125,Elephant Yam (Suran),"Great quality Elephant Yam, arrived quickly and tasted like it was picked yesterday.",4,0.6494034374505385
ORD-003617,FARM-0109,Brinjal,"Overpriced for the quality of Brinjal received, wouldn't order again.",2,0.23221460772009603
ORD-001514,FARM-0142,Methi,"Excellent produce, the Methi lasted much longer than store-bought.",5,0.8794160708567669
ORD-000135,FARM-0041,Onion,"Not fresh at all, the Onion looked days old when it arrived.",2,0.14524165358573432
ORD-002598,FARM-0007,Methi,"Great quality Methi, arrived quickly and tasted like it was picked yesterday.",4,0.6494034374505385
ORD-002002,FARM-0037,Tomato,"Great quality Tomato, arrived quickly and tasted like it was picked yesterday.",5,0.6494034374505385
ORD-002833,FARM-0119,Tomato,"Best Tomato I've bought locally, well worth the price.",5,0.7228578531920824
ORD-001817,FARM-0040,Methi,"Excellent produce, the Methi lasted much longer than store-bought.",5,0.8794160708567669
ORD-000752,FARM-0093,Tomato,"The Tomato was incredibly fresh and flavorful, will definitely order again.",4,0.7712552649925662
ORD-004001,FARM-0088,Elephant Yam (Suran),"The Elephant Yam was okay, nothing special but acceptable.",3,0.5695238452158279
ORD-005027,FARM-0015,Methi,"Quality was inconsistent, some of the Methi was already going bad.",1,0.004311618485552403
ORD-001103,FARM-0088,Elephant Yam (Suran),"Excellent produce, the Elephant Yam lasted much longer than store-bought.",5,0.8794160708567669
ORD-005370,FARM-0097,Tomato,"Not fresh at all, the Tomato looked days old when it arrived.",2,0.14524165358573432
ORD-002316,FARM-0017,Methi,"Best Methi I've bought locally, well worth the price.",4,0.7228578531920824
ORD-001918,FARM-0017,Bhindi (Ladies finger),"Best Bhindi I've bought locally, well worth the price.",5,0.7228578531920824
ORD-001543,FARM-0060,Methi,"Best Methi I've bought locally, well worth the price.",5,0.7228578531920824
ORD-003667,FARM-0064,Tomato,"Not fresh at all, the Tomato looked days old when it arrived.",2,0.14524165358573432
ORD-004441,FARM-0145,Brinjal,"Great quality Brinjal, arrived quickly and tasted like it was picked yesterday.",5,0.6494034374505385
ORD-003706,FARM-0142,Methi,"The Methi was incredibly fresh and flavorful, will definitely order again.",5,0.7712552649925662
ORD-001176,FARM-0093,Methi,"The Methi was incredibly fresh and flavorful, will definitely order again.",4,0.7712552649925662
ORD-001559,FARM-0111,Methi,"The Methi was okay, nothing special but acceptable.",3,0.5695238452158279
ORD-005663,FARM-0005,Elephant Yam (Suran),"Not fresh at all, the Elephant Yam looked days old when it arrived.",1,0.14524165358573432
ORD-000144,FARM-0031,Elephant Yam (Suran),Really impressed with this farmer's Elephant Yam - consistent quality every time.,5,0.2710501505934448
ORD-000380,FARM-0125,Elephant Yam (Suran),Packaging was poor and the Elephant Yam was damaged in transit.,2,0.07701662428970582
ORD-001433,FARM-0093,Brinjal,"The Brinjal was incredibly fresh and flavorful, will definitely order again.",5,0.7712552649925662
ORD-001095,FARM-0006,Potato,"Quality was inconsistent, some of the Potato was already going bad.",1,0.01654784616876438
ORD-005413,FARM-0132,Methi,"Not fresh at all, the Methi looked days old when it arrived.",2,0.14524165358573432
ORD-000121,FARM-0135,Tomato,"Quality was inconsistent, some of the Tomato was already going bad.",2,0.004311618485552403
ORD-005565,FARM-0046,Methi,Really impressed with this farmer's Methi - consistent quality every time.,5,0.2710501505934448
ORD-000611,FARM-0123,Methi,"Quality was inconsistent, some of the Methi was already going bad.",2,0.004311618485552403
ORD-004824,FARM-0123,Methi,Packaging was poor and the Methi was damaged in transit.,2,0.07701662428970582
ORD-001941,FARM-0064,Tomato,"The Tomato arrived bruised and past its best, disappointed with this order.",1,0.0430039601799395
ORD-000418,FARM-0010,Onion,"Best Onion I've bought locally, well worth the price.",5,0.7228578531920824
ORD-002252,FARM-0005,Elephant Yam (Suran),Packaging was poor and the Elephant Yam was damaged in transit.,2,0.07701662428970582
ORD-001350,FARM-0002,Methi,"Best Methi I've bought locally, well worth the price.",5,0.7228578531920824
ORD-002303,FARM-0046,Methi,"The Methi arrived bruised and past its best, disappointed with this order.",1,0.0430039601799395
ORD-005433,FARM-0107,Potato,"Best Potato I've bought locally, well worth the price.",5,0.6369308139596224
ORD-004258,FARM-0052,Methi,"The Methi was incredibly fresh and flavorful, will definitely order again.",4,0.7712552649925662
ORD-001978,FARM-0093,Brinjal,"Best Brinjal I've bought locally, well worth the price.",5,0.7228578531920824
ORD-004479,FARM-0087,Elephant Yam (Suran),Really impressed with this farmer's Elephant Yam - consistent quality every time.,5,0.2710501505934448
